request_count,session_duration,failed_login_attempts,typing_speed,mouse_movement,label
3,90.74402058705294,0,265.1386467095258,1.0,0
7,98.91708736812154,0,287.34987160273704,0.9981828559437339,0
5,141.19689678395565,0,239.93632205116745,0.9334114951673907,0
6,115.36640656495628,0,237.88178615740898,0.8872223157647948,0
6,206.04872206932103,1,296.95209762453663,0.9417717765396822,0
57,35.689888222573806,1,88.68556896297036,0.20433871998269892,1
5,143.74577438157135,0,206.31845694625636,0.9103735416674325,0
146,37.957086270036,2,143.98173276356678,0.08183613440572685,1
45,20.375351095939443,1,172.87930400002,0.15247488006829496,1
1,146.24258164278547,1,349.0703498702388,0.6677653410231038,0
7,79.149608646081,0,404.1845725123741,1.0,0
33,99.54719198087274,5,159.71549532535425,0.15900017285445275,1
121,2.064096735164742,2,104.04402297761855,0.0,1
7,177.10540445688687,0,275.2618683835,1.0,0
5,107.75116312973721,0,279.18056751346126,0.9487271483865215,0
7,132.85981314934625,0,200.81545294495754,1.0,0
6,138.08900729668667,0,77.76574579107084,0.737192322876969,0
2,143.92014182412197,0,241.47862769367063,0.6346773691744568,0
4,112.20886350649563,0,127.97922089123998,0.9003216872901868,0
42,25.519280701716095,7,200.53993105224833,0.2580845790118066,1
122,24.3203409150415,0,192.2491260180683,0.30754792888174926,1
30,5.0,12,155.68094970773825,0.30209666135849217,1
7,114.7840013580377,0,352.6695252523546,0.9874716615957014,0
3,130.60463227046955,1,434.12141823945205,1.0,0
4,104.6101159782737,1,199.26107829400976,0.9897802568988514,0
6,140.7077759671879,1,233.03872133778472,0.6941433307586534,0
18,60.15824066759942,4,306.53449088082357,0.4248500067970006,1
10,130.04200005920336,2,280.1416593366886,0.6474735501850466,1
7,168.56312719417733,0,257.8559121686776,0.7498188777114522,0
4,136.54563033519688,0,322.27489248577956,1.0,0
5,112.2449943714607,0,216.924312466296,0.9108869311305744,0
6,73.02414694241334,0,229.9761819569988,0.8383183690892584,0
57,19.38950786546778,1,141.03272269905668,0.24562143477720516,1
3,114.68198750358587,0,244.47169516940792,0.8390618674632367,0
3,213.01355412317787,1,192.79599947766397,0.7917490951549476,0
5,101.09600900447512,1,256.8486268479691,0.8284997494831459,0
118,3.075002527178179,4,181.68651989141088,0.25488093090772024,1
105,23.904734289294144,1,191.23880047567724,0.11061131378063022,1
14,115.15680249375845,0,97.22859020409632,0.9131741071929458,0
4,86.72793566323348,1,293.4016527534115,0.7425840748396303,0
4,94.20933410712867,0,304.1100279354488,0.6715372783390678,0
7,71.02650442626216,1,299.9342549796509,0.24808875726260313,1
10,121.94771948587446,1,164.29197511156391,0.6746585621131983,0
5,209.67840254280657,0,303.2640179811798,0.4639258887027263,0
6,161.61524216745315,1,195.14811940014135,0.7965364865093693,0
2,115.28344604024284,0,334.26848013828743,0.857003862691093,0
1,176.77824732935366,0,322.7080879969309,0.6762669311814089,0
6,148.29469904029537,0,302.9649495221029,0.8669063571925306,0
2,37.65372761787759,1,309.8444057403638,1.0,0
22,93.15222549230634,2,172.43642384618133,0.5811646328682083,1
6,186.9012454867398,1,405.5884623756187,0.8514112845117296,0
2,112.12668438455101,0,292.05378424175547,1.0,0
23,129.77742306036137,2,212.1251053273435,0.1640423057925199,1
4,137.31456995289574,1,273.4865426564426,0.857414830228684,0
4,177.65622103732457,1,271.5893706295132,0.9546715399959917,0
7,118.3011454041562,2,278.4274097837046,0.9416751544313715,0
2,191.94552523072042,0,136.3054194738299,1.0,0
9,144.85306074192678,2,253.23353672277798,0.9145701604445441,0
5,153.29245890927203,4,253.65122157602516,0.8192226466088194,1
2,133.177998540607,0,214.8935640404764,0.8136374722541403,0
5,108.40710959505378,1,224.5761958020606,1.0,0
70,2.0,1,175.67628602564744,0.13449641242909333,1
17,101.9627157880243,2,216.6079862331878,0.8428665730844419,1
8,106.67107867664926,0,330.3876679305596,0.8009375179629065,0
4,129.9086498704432,0,411.1742362263242,0.8961228116272528,0
7,108.8420997284765,0,239.95178115978086,0.8381061243046277,0
21,50.40665782654476,3,151.69240426483256,0.28733521948579605,1
5,150.91593385790412,0,261.4792143140173,0.8891210372498085,0
5,79.26316635831557,0,306.5568393545233,0.8941815592561809,0
129,12.299276947089155,1,40.0,0.1313560886430206,1
5,92.22989126088513,1,252.2166205909274,0.96613072499575,0
56,31.555454062471608,1,163.32953266969034,0.04167116745735625,1
4,103.79963314639633,0,278.91785627294354,0.9362939484010523,0
19,56.704147480030336,3,304.1447229498928,0.6678562119850591,1
6,87.34046767005832,1,270.7705029031129,0.9169061557730972,0
8,105.17479789515828,0,353.278721487245,0.8547303466856361,0
2,104.5262868833351,0,269.77713269042573,0.5275201259402034,0
4,50.34841699364898,0,138.06941131515333,0.9785043445396957,0
3,132.98466418883007,0,346.5186256824706,1.0,0
2,153.1324925529548,0,60.0,0.8245929655101379,0
4,89.68602522262852,0,181.3792689015463,0.7807813874820028,0
115,24.938591072363675,1,178.10236100840444,0.0,1
64,21.288528944815965,0,235.5028384728631,0.0,1
5,198.07712437248784,0,308.20388319104325,0.6428526310478988,0
5,140.40749901210745,0,299.5434589783661,1.0,0
42,98.52461318676595,7,133.10690204082073,0.14959928483063556,1
4,161.44758620329918,0,265.2676343691281,0.7593055481502157,0
63,2.0,1,64.50782978422059,0.1282721674937175,1
6,192.27680309742814,0,316.6235766574419,0.8229454150089396,0
1,98.95095798138998,0,321.8074860778144,0.9653511671281261,0
9,147.77154501998615,0,451.90525757268244,0.6443621134625183,0
5,139.4207316686024,0,172.68810278165162,0.8152828924091714,0
5,123.08119274750214,0,206.95885838443627,1.0,0
15,80.06763565776339,5,105.23217599562209,0.3267650366877557,1
13,11.77565287370224,5,218.34715868321098,0.24153320667452183,1
4,170.0367014517535,0,333.434092330195,0.9854592771011755,0
5,127.1325357387143,0,348.5187839896072,0.6789479132547548,0
1,63.062899030536684,0,281.54113033677766,1.0,0
144,6.768440724311789,2,167.43586802067804,0.14008486948091103,1
41,32.313561431873225,10,40.0,0.2765358686876192,1
1,172.66451677711447,0,179.91266621965332,0.975001209920307,0
3,174.37248329007906,1,296.79325929217805,0.8868835778996078,0
3,179.00343162493593,0,435.0345705620004,0.7943915611963848,0
9,94.26387982457068,0,213.10857222828048,0.9933660848133099,0
36,51.96401062369593,10,229.56029787388388,0.48863413061608263,1
8,160.31083054684748,0,306.8082033975345,0.6820558049423472,0
12,104.90131186792705,4,367.9329109525147,0.2995413389212251,1
1,95.29112247397637,0,352.52045710612475,0.812837534336044,0
7,143.02184449511597,1,154.21072434075552,0.7032537647573498,0
4,118.94246862222604,0,299.4322137035727,1.0,0
2,95.2826373946198,0,273.2944211245694,0.6633234241665935,0
6,77.39552808913578,0,318.800019603957,0.6601451731305779,0
7,155.62609073795335,0,292.31108704296815,0.9287699584084119,0
3,73.90996199799301,0,366.2464799988263,0.7634808345483921,0
2,127.85895960969007,0,222.68837907635069,0.655929509817422,0
5,171.96582313455593,0,208.41343485297594,1.0,0
4,98.95100514026286,0,248.80453076433048,1.0,0
101,2.0,1,199.83135774077516,0.12656810774532004,1
5,134.71799394418747,0,286.8333406801661,1.0,0
24,31.27757256554925,3,297.3525685208643,0.0,1
2,134.91745043521206,0,166.27133155448578,0.8248271253872496,0
3,108.46001081674923,0,340.24261008354915,0.9658197131359696,0
42,5.0,11,221.1275288387596,0.2879662677264029,1
3,38.94646960801463,0,134.82925398961893,0.9031775817657968,0
3,137.91973572719772,0,207.40426209962288,0.905504399527939,0
4,133.23445264790496,0,455.57172549017764,0.6049786220451261,0
6,69.15161101703103,0,88.56768305944544,0.9477538380991903,0
19,71.22373065517392,0,146.46007033771983,0.415720261134235,1
3,191.05400689837154,0,202.42915156565473,1.0,0
5,143.19917452711064,0,297.03106996618465,0.8006877214656384,0
3,111.96856725272924,0,303.7608263903735,0.8684564367419786,0
0,162.97945752304716,0,167.15188544399263,0.897833447529375,0
120,16.830270598691083,1,92.58665804142257,0.2753915919863668,1
3,182.76157136034016,1,309.002690297087,0.573851264676987,0
9,127.49297108010418,5,344.65049880840047,0.29825537754895726,1
5,67.89602990728474,1,185.61335382066483,0.7430799924810964,0
4,152.15569337881718,1,173.59322262351262,1.0,0
16,84.5416428901234,2,298.8139180061696,0.21262751232494553,1
4,73.9766577144811,0,261.1440976166153,0.8822090144783722,0
5,143.97007048260923,0,190.8837225507163,0.9713795818514525,0
3,146.41864169180434,0,386.25520116737863,0.7641909862890822,0
4,150.6280045322771,0,270.52657858144084,0.7232613356069617,0
5,124.11004031788755,0,238.19541357454082,0.8576368589599102,0
7,155.08123579947767,0,214.82707399257583,1.0,0
6,54.885645586943866,0,231.22329018367776,0.6769288858733847,0
5,65.86025727399799,0,418.75908352803833,1.0,0
135,23.692586701354102,1,121.2031286234698,0.187850502667486,1
6,158.46042284916044,1,257.9948721594065,0.8353593301523631,0
5,80.2868651783902,0,280.64553905015316,0.8353750498289719,0
1,86.90577947221121,0,221.17784340043332,0.8535161221225248,0
9,169.72889520691612,0,213.0441543977335,0.7006476000822425,0
26,33.07762810283743,18,348.2146669102844,0.5781523820034639,1
2,91.06535111770502,0,262.28639277653974,0.6996621615075924,0
23,99.47234947742163,9,121.73837684634218,0.5974314612663206,1
9,68.2377976166381,0,353.5505413701638,0.8277629535452969,0
4,115.8346382015036,0,286.6033602097879,0.7413501434874478,0
1,65.03870829509079,1,352.58806089409757,0.7167560585652147,0
8,74.04215794184266,1,301.53681937900825,0.8107307515107155,0
4,141.75423347724006,0,279.95211544766687,0.8315567655720881,0
64,4.408569625661603,0,125.23154698750236,0.0,1
5,149.99568317255523,0,258.7332253424547,0.9922661271910199,0
5,107.91980378468381,0,327.66123142198217,0.6187863437610733,0
1,51.34550882947573,0,136.95956147522233,1.0,0
5,85.74307230060334,0,340.1231363746879,0.9141956955214094,0
15,33.43215634445672,4,111.52085713167455,0.3535175767183372,1
11,133.55729823114973,0,247.39345379414428,0.9332133576583947,0
45,26.785358472121118,5,106.23985878863802,0.3750747714779368,1
3,157.72831790494214,0,258.7526317371922,1.0,0
3,120.80067224065945,1,382.73092041093867,0.7512595016615601,0
6,78.69749379686888,0,326.29832837780384,0.688853445707303,0
4,156.3986893670104,0,155.27295676668277,0.9218514820279216,0
45,16.24260457525729,1,286.1456984598663,0.061939840811295145,1
9,87.86854157218305,2,232.4791710620622,0.6945124297514651,1
4,110.55588207361464,0,276.7168684457197,1.0,0
22,27.221871114432236,10,161.68914543193372,0.5701108470447529,1
10,26.312741717035895,0,100.63349162332051,0.8366260970919538,0
6,24.040085071985935,0,212.24771906944335,0.8172173018357475,0
3,144.37383515252412,0,396.08643953098704,0.7185809956811308,0
34,38.80908329171132,9,115.78414677022876,0.21067434265508445,1
30,20.085120371260405,11,112.04939734673572,0.06235257320976864,1
4,114.81951324822472,1,384.0686934967109,0.7156773405107721,0
105,8.989537783585838,1,132.4762153785602,0.2147175154907281,1
8,135.78162303397337,0,187.20536059208814,1.0,0
128,21.82180134118868,0,207.4729186871851,0.2576740595116674,1
34,45.84948739943736,6,56.50157807126785,0.4817119679235488,1
3,212.1120869415169,0,267.6535538580278,0.9584613601808241,0
2,114.40178963737557,0,229.30649172815396,0.833797698310638,0
3,168.39738854108984,0,325.15256362961856,1.0,0
7,101.09541925517121,0,144.81023138234508,0.9649906219365869,0
1,197.46788779682427,0,233.81566900988975,0.9142667324891595,0
10,88.76444985662843,1,281.1673691637654,0.7196950614073965,0
6,44.98831364356295,0,376.1884435533217,0.8158479782967121,0
7,42.32998974030159,3,81.39818446727811,0.5332738939266644,1
9,129.30424678595358,1,314.39446546298905,0.8848552179842522,0
5,106.21975925795003,0,215.01847012729687,1.0,0
117,9.12138028724754,2,113.06119357565133,0.11717192526129185,1
9,127.6612773030186,0,298.0151073435803,0.8611101177271074,0
8,191.31219508986317,0,254.87758588745547,0.8228028719047192,0
22,103.04107022301609,8,213.09098017528257,0.23107992735756033,1
2,83.05069199447732,0,221.24691609224,0.7479034292474805,0
28,26.441421984946423,3,328.02519323791415,0.7137093076416431,1
50,32.08021176693337,1,126.57919781601878,0.04626503490730421,1
5,63.23538604510127,0,137.56037164021026,1.0,0
4,105.6725070807596,0,250.81902577810007,0.8811841929327258,0
42,17.996140181961252,6,150.26446562851396,0.17650280417705935,1
5,171.49742306894774,1,174.58271412681543,0.8872458778378449,0
14,74.01731963108332,6,229.6460211497232,0.550351680111971,1
2,144.24491735684782,0,264.9498338794559,0.9157109163316728,0
9,91.46863033067999,0,235.90068146257312,1.0,0
5,165.45413579879062,0,257.94457128622497,0.9641204136205221,0
4,61.39096881567241,0,110.59356100970504,0.8536878562635708,0
7,173.31252560602815,0,221.6375314225245,0.7985887418691642,0
6,104.9506665596171,0,261.3615016233552,0.7697093594790742,0
2,117.9834650099374,2,246.81426955360104,1.0,0
5,115.15607338290611,1,244.36591673917667,0.8819645226023245,0
6,114.56665729734365,0,284.45629556559965,0.9399096305151895,0
10,139.57704839435118,0,147.4057137757684,0.7787578589751141,0
3,83.40634523145604,0,260.844124386513,0.7581991213990044,0
6,90.88058039749352,0,272.45592992890835,0.9667914440027175,0
5,103.10995451339028,0,150.71530162457321,0.8930752820325778,0
3,137.87851339523186,0,241.45558518953143,0.9008752000639559,0
9,167.94733218871713,2,269.85010970112404,0.9952723213084262,0
7,101.86349199918376,1,188.68186765572142,0.8744220915786353,1
11,135.5325136736338,0,324.13595433131115,1.0,0
8,106.52853704960701,0,270.83357713950903,0.8042899739483804,0
6,141.80799123813296,1,219.04154809489847,0.9420695238963414,0
1,170.483585071797,1,302.9412616297833,0.6948066533013766,0
36,5.0,7,185.00799377893262,0.19081775783622942,1
31,37.38875764301186,7,207.12271457656965,0.5685938342324312,1
3,90.84831398470341,0,314.96520027244304,0.6381639343532522,0
128,2.0,1,131.54861731525486,0.2515611837594907,1
6,139.11386505302437,0,254.0472830203665,1.0,0
5,123.55833109937655,1,229.84355981303392,0.6421834746794494,0
8,75.7727752245279,0,314.2702384588818,0.7305544107739441,0
5,146.02671001254885,0,130.72099757692908,0.7494297866303756,0
34,5.0,10,190.65378088249872,0.0,1
3,116.83889605027201,1,226.07869719061176,1.0,0
3,173.79238033831732,0,315.88483879523477,0.48470358611746645,0
4,119.54714813224366,3,359.0217877473732,0.5911220483869747,1
4,93.80431440515179,0,203.812725839643,0.7956749805244766,0
17,88.52787417782349,2,165.77286130528958,0.30783866497505563,1
10,148.25122565501817,0,224.70649258338216,0.7870283714845075,0
3,204.47582895243957,1,169.33744984710683,0.970652279989288,0
2,107.08155803068551,0,302.8676904558714,0.6269402852788548,0
2,76.6125783610473,0,246.8846866924183,0.986939502913468,0
6,114.05601788405,0,330.82430677220077,0.6418838734321933,0
39,20.372414865974132,5,292.78447441416535,0.36963961554561015,1
11,116.19622150013356,0,197.82608648420876,0.9296301219691248,0
6,184.23959161565793,0,109.16949723687388,0.9410296307454326,0
3,75.53036325134399,0,203.59308873890507,1.0,0
8,91.03200452161353,0,230.6560983935321,1.0,0
8,143.14667124992638,1,235.21192593613495,1.0,0
6,155.03857568332606,0,308.11411068657446,0.820251107383387,0
6,69.45632054175488,0,216.0289910664188,0.8336587280098333,0
30,45.05053927258631,4,80.58997343285361,0.5419689138160259,1
4,201.53460692266563,0,104.50797322503428,1.0,0
121,28.027197596393652,1,115.63171047746056,0.21821069762493361,1
2,158.10025111418176,0,141.97430028934176,0.7592269349810667,0
5,122.29925935719767,0,147.25334114797357,0.944438834719038,0
6,112.4726007372598,0,170.87238615882816,0.777537558302207,0
2,175.77243021779844,0,161.8868933310931,0.9783176725251471,0
4,172.415499865811,1,235.3970644611699,0.6191782601077314,0
4,99.64657292434076,0,417.8747526141387,0.6231169406577008,0
3,80.23494645963682,1,260.0226991591363,0.8546548965433111,0
7,91.65361469659932,0,250.15530155069706,0.7902233810898773,0
55,23.53149121394297,3,47.03328953136566,0.21147326089035376,1
7,108.63639569577761,0,205.11044583690534,0.6369705152088277,0
7,109.97943442569733,3,114.78885639249435,0.8150389072488422,1
4,104.49128004542018,0,316.50494353106495,1.0,0
6,152.92950741085434,0,281.2557802957057,1.0,0
97,20.769959085965095,1,164.90348101227917,0.0,1
48,23.40859506595421,5,80.58155510978337,0.3172577352543459,1
5,121.39017315926316,0,204.94528293232452,0.759618008816638,0
7,116.39854313902599,1,289.5229177959004,1.0,0
26,17.233300697678477,1,163.85049139653557,0.16697286154204033,1
3,101.19123525973575,0,188.10304978260586,1.0,0
5,144.8375428756953,0,220.10428470819068,1.0,0
7,135.95912789156978,0,193.21583778133777,0.529323878584178,0
3,146.99803811943903,1,247.80927152660396,0.7605845374001272,0
9,174.7438155381005,0,238.59710899224797,0.8128988380678142,0
3,103.80905262989567,0,340.5215403723923,0.7764703039271984,0
3,134.38636407966482,0,234.54445274793417,1.0,0
2,159.64847881272803,0,167.59713407222253,0.8345195627663125,0
3,146.45117320447395,1,376.6715540966538,0.8695025253800862,0
3,133.1768874534254,0,203.45378431520956,0.7839168872793374,0
8,72.96517410943183,1,325.3788368555154,1.0,0
8,101.68460964362015,3,309.4802918985846,0.5111996682430193,1
3,106.9299147413027,0,201.3247974361232,0.8564653878172396,0
2,116.40694526800593,0,237.84272737214425,0.8877931521101603,0
4,136.859830012817,1,256.2030838198303,0.9049214869891763,0
3,112.12785886494007,0,178.20508309934158,0.9891343450931602,0
40,41.00354800543548,9,282.3281486197692,0.6015237818658083,1
4,75.65563263161854,0,186.27804218407945,0.6982517974482841,0
2,159.8659367810504,0,174.1933487493333,0.770939697261334,0
7,119.5426347529266,3,334.4991826899126,0.31424712636404123,1
5,107.0088736243305,0,356.78474958059195,0.8683679756372039,0
4,105.7861653868325,1,79.15735223280817,1.0,0
17,75.38645858503746,2,82.41824052522819,0.4328081007070903,1
2,128.58909151182513,0,160.1392407631943,0.8328476418037112,0
127,13.668902792364165,2,145.88624290845513,0.2295873773073758,1
28,10.79279641033317,8,275.8401212612635,0.4098293617372244,1
4,110.46842586196794,0,256.2151079495373,1.0,0
5,30.76121996946938,0,253.62496409832733,1.0,0
4,139.8409380334491,1,315.01337343971596,0.8438688203088373,0
59,9.520551574118736,0,40.62752147015917,0.0,1
4,104.96644426826417,0,142.53472508721822,0.7456608198206442,0
16,33.99595599871545,2,269.60210743127453,0.35637127191803075,1
8,135.03798070613985,0,190.5905845041335,0.8054018273711963,0
2,155.37347510854897,1,378.78459753050515,0.862804472730474,0
7,156.33881129462932,1,432.0425637114509,0.895051529406859,0
8,91.33084038692623,0,185.4436991010436,1.0,0
7,95.05716617160851,0,251.80566225375537,1.0,0
2,77.26351491018124,0,309.38128440134705,0.7357453366316803,0
2,170.8166417643394,1,163.0218999403806,0.7912257470869383,0
8,145.31315481279938,0,287.17755399623996,0.92079409413695,0
5,100.82582914199455,0,170.8318331985347,1.0,0
3,106.3406761170994,0,85.00641708770672,0.8714917909346649,0
21,90.4221940990359,4,222.95239825598892,0.24802180706184368,1
7,97.94356512404221,0,296.5919135990325,1.0,0
19,67.00088058518841,5,123.11773241747655,0.6100715619415952,1
70,10.247263343820073,2,202.4849607560782,0.15672722374535838,1
57,11.254434146826203,1,195.84014953668714,0.1825487954905911,1
5,226.33397912192692,0,136.63206825181038,0.8595184993246437,0
5,137.17824844162215,0,142.85550022022102,0.8055466389700248,0
3,195.82020975876614,0,233.79396287675087,0.7046379372447403,0
3,84.89834858495901,0,176.3543993962241,0.8608456098289751,0
4,167.70406065802072,0,257.7304616660348,1.0,0
33,51.34483995684069,9,113.33594409333296,0.43761884684945584,1
31,37.26206405981643,11,142.7835869023446,0.2554052213334781,1
21,66.16499865368071,9,209.5295795656947,0.4363144810712889,1
11,165.47174877715344,0,341.3672464838182,0.8064109689452427,0
116,11.008758595623828,3,144.41466556167168,0.17470847676419388,1
3,131.46128962007847,0,422.48625974874403,0.8270051910093081,0
13,95.58529116716903,5,291.4161250951485,0.12285306787538644,1
2,82.68274717974607,0,470.62430329806654,1.0,0
3,74.6226602086714,0,382.94460957683845,0.8538951272193844,0
4,128.69286079898586,1,381.38640454138334,1.0,0
3,149.6789260707132,1,227.28788140472838,0.8005254596081771,0
3,212.64332186814198,0,136.81949989460475,1.0,0
10,207.54406229787185,0,280.5504363688933,1.0,0
2,137.81094937087437,1,309.5090647832405,0.8841981367296589,0
3,161.31251821018242,1,334.4476902917437,0.7616018080492213,0
5,95.46494699797573,1,276.6426579876106,1.0,0
109,10.411844527120227,2,143.26488019139504,0.22143931481722823,1
4,153.34993845931845,0,329.4215744680276,0.954128114469764,0
30,17.878370874839952,11,229.40568402545367,0.3589034831392467,1
4,101.55106488934257,0,294.0957403531832,0.8638486466193577,0
6,140.2784158559841,0,111.7508592142587,0.9001900145038374,0
9,128.79929295745626,0,306.40812103323026,1.0,0
3,136.08891052918213,0,404.7534979704341,1.0,0
118,14.784862561910131,2,252.2223502048325,0.15131257110954704,1
4,110.3283685835455,0,241.072297680334,0.9222295760387312,0
6,133.42638461629585,0,307.95853840302254,0.8225648875786769,0
45,34.70108999658664,6,167.18859782208366,0.4573650883690681,1
68,11.09688762895613,0,151.8956173959965,0.0,1
3,130.6760652281516,1,306.63929612313063,0.7876219494710552,0
18,85.60677915577841,4,191.325451094527,0.4900429671763287,1
18,49.27043565816584,2,259.3937710672287,0.0,1
3,140.6674679419427,0,241.1423321180087,0.9655581351206288,0
18,76.08050644004943,1,179.38593112611866,0.39084105672543407,1
2,85.22869664295285,0,338.394188519571,0.726023278188195,0
4,88.51595183272907,0,190.89233921004183,0.5898384830426578,0
1,147.9039028376896,0,204.5818934398705,0.685158709092311,0
3,90.85852689494503,0,326.8244511389216,0.9199249670107107,0
4,157.33354754501178,0,211.9112053543253,0.955417624099036,0
10,168.32915782925815,0,201.32052228271527,0.8451083300640199,0
4,174.9396974983725,1,298.65666661742347,0.7850865578147856,0
60,4.817830483470404,1,234.15585101857033,0.24055846025760094,1
7,176.3282968054691,0,205.8456722688586,0.9766200357280508,0
6,138.5837463514224,0,232.11477377438956,0.868656074850868,0
37,67.84217175852687,4,111.10282889805147,0.30498614758313125,1
7,49.13706144523501,0,282.36493159593164,0.7492115901125093,0
5,98.8152046294661,0,234.48916432955954,0.9843522432888628,0
5,89.03637637676525,1,266.25390357948834,0.616104471504583,0
110,20.064376869134176,3,167.69927376895967,0.16102796596214825,1
20,62.85856012275127,4,386.1951095931721,0.1309883749110968,1
5,187.02265495890336,0,293.75716677157095,0.7631922395793009,0
12,85.9128010569668,3,294.43351546781696,0.5200401142554866,1
4,122.22324137484863,0,245.48173788879365,0.956552795279623,0
2,212.67129375610432,0,289.06494997516927,0.7543659574966977,0
7,156.10948106155945,0,192.80054672377815,0.6845894624003693,0
